rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,max_rainfall_intensity,antecedent_rainfall_index,temperature,humidity,wind_speed,elevation,slope,aspect,plan_curvature,profile_curvature,soil_moisture,vegetation_density,soil_type_code,land_cover_code,geology_strength,previous_landslides,landslide,true_probability
0.43,1.0,2.04,2.45,2.74,3.34,5.66,0.64,3.21,22.3,94.2,27.6,1232.1,57.69,156.9,-0.051,0.0586,0.386,0.743,0,0,1,0,1,0.9355
0.46,0.84,1.44,1.61,2.05,4.88,9.49,0.67,4.31,21.3,65.1,6.0,203.1,17.8,193.2,-0.0408,-0.0504,0.417,0.824,2,7,1,0,0,0.0283
23.4,63.72,131.85,236.6,362.06,556.24,1040.27,34.52,525.85,10.3,80.5,18.2,2579.7,25.72,100.6,-0.021,-0.0334,0.95,0.82,3,5,3,0,1,1.0
2.61,4.71,6.28,9.3,12.73,27.24,30.93,2.62,19.0,13.8,50.2,27.4,2136.1,27.65,58.7,0.05,0.0383,0.474,0.644,3,2,3,1,0,0.2128
3.62,9.82,12.12,20.23,28.53,42.55,62.33,4.04,36.21,9.1,44.3,21.6,263.6,75.0,173.5,0.0599,0.0148,0.425,0.7,0,1,3,0,1,1.0
0.12,0.19,0.39,0.55,0.77,1.27,1.86,0.17,1.05,17.9,78.3,5.1,1206.4,14.83,166.9,-0.0146,-0.0074,0.405,0.8,0,2,1,0,0,0.0163
2.47,6.83,9.0,13.91,22.07,44.11,61.44,3.45,34.11,11.5,51.2,19.4,3819.3,14.56,187.9,-0.0126,-0.1251,0.434,0.227,2,3,2,1,0,0.4874
5.34,9.9,13.68,24.52,33.53,47.12,94.19,6.72,47.06,22.2,52.1,11.1,1044.2,27.95,343.0,-0.0353,-0.0218,0.513,0.603,8,4,4,0,1,0.7073
0.08,0.2,0.27,0.42,0.61,0.91,1.12,0.09,0.72,4.6,43.9,35.5,651.3,8.38,217.4,0.0045,-0.0587,0.271,0.204,2,0,3,0,0,0.0094
3.65,7.68,10.53,12.79,14.69,26.76,35.23,4.27,20.64,19.7,69.3,9.2,2081.2,12.19,218.1,0.0101,0.0247,0.515,0.953,2,4,3,1,0,0.0445
3.74,7.41,15.55,25.67,33.97,46.0,54.54,4.74,37.02,2.1,93.4,15.9,4140.4,17.53,46.1,0.0403,-0.0096,0.613,0.753,2,3,3,1,1,0.3984
0.32,0.88,1.8,3.15,4.87,6.7,10.82,0.32,6.09,26.3,54.8,51.2,1054.5,41.68,358.7,0.0399,-0.0314,0.364,0.568,0,0,4,1,0,0.1449
0.55,1.51,2.21,2.93,4.28,8.86,16.4,0.74,7.81,14.5,71.8,16.1,2839.4,27.96,278.2,-0.1151,0.1321,0.357,0.434,4,1,4,1,0,0.0592
0.53,1.22,2.32,2.91,3.89,9.73,12.66,0.69,6.96,16.9,61.6,10.8,3210.7,19.83,315.8,-0.0076,0.0519,0.303,0.814,1,2,2,1,0,0.027
4.48,12.19,24.24,31.16,45.72,113.52,182.49,5.62,90.01,16.1,49.6,13.9,1036.2,14.04,149.1,0.0692,0.0528,0.813,0.818,3,0,2,0,1,0.9724
0.03,0.06,0.09,0.1,0.12,0.23,0.29,0.03,0.17,37.2,69.2,4.7,3072.1,50.21,180.8,-0.0219,0.1101,0.348,0.832,2,0,2,0,0,0.2378
1.22,2.41,3.44,4.29,6.44,14.1,16.3,1.33,9.85,15.6,74.6,7.6,1576.3,18.39,188.0,0.057,0.0401,0.413,0.693,3,0,3,1,0,0.0336
1.3,3.46,5.81,9.19,13.81,27.76,33.56,1.37,20.16,21.8,30.9,20.5,2674.1,12.18,69.9,-0.0153,-0.0385,0.441,0.528,0,6,1,0,0,0.1062
1.58,3.11,5.72,7.76,11.57,13.97,20.67,2.31,12.71,22.9,53.4,3.8,2679.1,55.16,248.2,0.0087,-0.0444,0.424,0.45,5,0,3,2,1,0.9851
0.38,1.04,1.68,2.9,3.98,9.45,12.15,0.55,6.79,12.6,37.9,4.9,2273.5,8.63,325.1,-0.0568,0.0482,0.374,0.51,1,1,2,0,0,0.0152
0.96,2.09,4.15,5.61,6.27,13.92,16.44,1.24,9.78,28.4,88.6,26.3,424.7,36.34,58.9,-0.055,-0.103,0.418,0.808,3,0,4,2,0,0.1061
0.8,1.96,4.3,7.49,11.28,16.9,24.86,0.91,14.39,3.3,41.6,15.5,3516.5,19.16,31.1,0.0363,-0.0039,0.282,0.618,4,3,2,2,0,0.0947
0.79,1.83,3.78,4.52,5.08,12.51,21.22,1.09,10.21,15.3,67.1,15.5,1381.2,27.92,265.8,0.0441,-0.1086,0.322,0.443,2,3,1,1,1,0.2875
17.42,42.73,87.67,98.51,155.85,263.72,426.28,18.7,227.05,17.1,90.3,15.7,824.1,25.35,98.4,0.0013,0.0049,0.95,0.694,1,4,4,0,1,1.0
7.77,13.48,18.89,31.13,44.25,75.61,117.99,10.92,63.89,15.9,93.3,20.5,219.2,27.71,224.6,-0.0614,0.0427,0.722,0.759,7,3,1,1,1,0.9975
1.58,4.2,8.83,14.46,16.03,33.12,50.28,2.23,26.46,13.8,79.6,18.8,2502.2,57.74,250.5,0.0022,0.014,0.436,0.306,1,2,5,2,1,0.9928
2.14,5.5,12.05,19.15,22.08,45.26,70.35,2.45,36.63,10.7,66.3,17.2,2861.9,53.18,115.9,0.0629,0.0469,0.531,0.461,7,2,2,1,1,0.9998
18.82,43.66,77.09,107.54,152.28,316.03,597.12,23.43,281.59,19.7,93.5,27.6,118.8,12.57,293.5,0.0871,0.0982,0.95,0.687,0,3,1,0,1,1.0
52.3,92.85,181.99,225.63,360.76,444.2,501.04,68.34,362.58,14.7,87.1,25.2,2175.2,24.84,198.0,-0.0158,-0.0072,0.95,0.737,2,0,1,0,1,1.0
4.56,10.24,18.43,23.24,26.61,43.49,66.12,5.02,36.71,17.9,57.8,11.1,990.0,6.05,312.8,-0.083,0.1404,0.49,0.888,0,3,3,0,0,0.0791
3.14,6.48,14.21,23.59,26.75,32.54,61.48,3.66,32.87,23.2,44.2,5.7,2727.5,29.28,274.8,0.042,0.0106,0.471,0.645,0,0,1,0,1,0.8039
0.92,1.4,2.52,4.44,6.39,10.48,16.46,1.19,8.97,6.1,47.6,12.1,773.6,32.88,312.7,-0.0138,0.0475,0.289,0.545,1,5,5,1,0,0.0393
2.47,6.66,11.14,19.68,27.76,63.66,82.79,3.14,46.33,19.9,86.9,23.3,2917.4,4.34,7.3,0.0472,-0.0306,0.617,0.9,0,2,4,0,0,0.0738
0.88,2.21,2.99,4.07,6.25,9.63,12.64,1.08,7.75,17.6,74.7,3.0,1655.0,18.77,87.7,0.0141,0.081,0.379,0.679,8,2,3,0,0,0.0205
0.47,1.25,2.56,3.99,6.11,8.73,14.61,0.52,7.97,15.4,73.0,14.1,3937.4,27.9,32.4,-0.0442,0.0521,0.399,0.727,4,2,5,0,0,0.0161
1.43,3.27,4.59,6.03,8.54,20.5,37.16,1.82,17.4,18.9,19.8,31.8,620.7,23.0,159.1,0.0029,0.0736,0.365,0.754,0,4,2,1,0,0.1084
5.46,10.54,19.79,33.59,41.99,62.85,117.42,6.47,59.76,17.1,41.2,4.0,1465.4,8.75,320.4,0.0654,0.0027,0.501,0.373,1,2,4,0,1,0.5896
0.1,0.21,0.31,0.47,0.68,1.23,1.92,0.11,1.02,22.7,62.6,7.3,520.9,9.36,168.3,-0.0075,-0.0628,0.318,0.917,3,2,4,0,0,0.0023
2.34,6.03,11.44,19.48,23.23,38.02,69.98,2.69,35.13,23.9,58.0,7.5,3887.5,17.56,305.9,-0.0517,0.023,0.458,0.733,2,1,3,1,0,0.2314
15.6,27.44,34.19,55.47,63.85,83.78,111.3,17.45,71.12,19.8,94.3,22.7,3691.0,14.82,117.8,-0.0794,-0.0849,0.705,0.665,4,0,2,3,1,0.9936
2.94,4.99,6.86,8.73,12.63,18.89,30.49,3.5,16.76,13.0,50.2,18.5,1120.5,15.64,122.2,-0.0386,-0.0168,0.295,0.502,2,0,3,2,0,0.0921
0.24,0.39,0.74,0.83,1.09,2.19,3.97,0.35,1.92,17.0,77.1,5.5,2788.9,7.98,322.4,-0.0205,0.0096,0.38,0.441,3,0,5,1,0,0.0053
1.02,1.67,2.99,5.34,7.89,10.31,19.81,1.5,10.29,4.2,47.6,10.5,3441.5,19.34,153.3,0.041,0.1189,0.357,0.401,2,5,1,2,0,0.2338
1.07,2.27,3.99,5.66,6.45,8.07,14.57,1.42,7.92,22.0,64.9,14.8,2354.1,41.85,284.3,-0.056,0.0159,0.43,0.579,3,4,2,3,0,0.7771
0.37,0.91,1.18,1.52,2.43,3.42,6.43,0.51,3.31,19.5,90.5,24.9,2248.0,8.99,85.2,0.0777,0.007,0.422,0.531,1,0,3,1,0,0.0122
1.39,3.7,7.64,12.74,17.29,27.28,51.8,1.67,25.82,19.0,73.3,1.1,1053.7,16.75,341.6,-0.0669,-0.0032,0.483,0.294,2,0,3,1,0,0.2597
4.97,11.12,20.4,24.88,38.47,81.78,109.82,6.89,61.37,14.4,85.1,6.6,436.4,26.28,206.8,0.1166,-0.0671,0.606,0.418,0,2,1,1,1,0.9964
6.48,13.91,24.72,35.97,48.22,88.4,122.97,9.23,69.72,29.6,86.2,20.5,3773.4,6.76,273.4,0.0863,0.0043,0.65,0.66,2,2,4,0,1,0.6574
8.95,17.93,38.74,53.98,66.01,121.96,222.15,12.53,109.13,29.4,98.0,28.1,3786.7,19.44,32.2,0.0071,0.0051,0.945,0.497,2,4,5,1,1,0.9989
0.65,1.23,2.15,2.56,3.23,5.43,10.53,0.71,5.12,24.7,92.6,9.3,2677.4,32.36,177.4,-0.0824,-0.0484,0.459,0.808,4,2,1,0,0,0.1858
0.08,0.12,0.25,0.39,0.6,1.33,2.43,0.11,1.15,11.2,84.5,24.3,1457.0,10.24,324.4,-0.0028,-0.0593,0.316,0.734,1,5,5,1,0,0.0033
1.63,4.0,5.65,9.71,14.08,17.67,22.98,2.29,15.09,14.8,80.4,2.9,1499.2,20.49,315.7,-0.0193,-0.0241,0.387,0.417,2,0,2,0,0,0.1417
51.72,82.34,125.95,220.42,263.57,517.44,1031.19,70.17,479.41,23.8,83.1,17.6,3062.7,31.15,16.9,-0.0637,0.0032,0.95,0.732,0,1,2,0,1,1.0
0.32,0.79,1.47,2.19,2.79,6.83,11.42,0.45,5.54,16.8,62.2,15.2,3773.0,56.2,109.3,0.0146,-0.0229,0.389,0.66,3,6,1,0,1,0.9598
0.35,0.85,1.56,1.74,1.94,3.77,5.77,0.5,3.06,26.5,21.9,11.5,3731.4,19.92,159.6,-0.0412,-0.0525,0.229,0.602,4,0,2,1,0,0.0261
0.81,2.24,2.88,3.95,5.62,12.13,23.87,1.04,10.96,7.5,94.8,28.1,3286.5,12.35,62.0,-0.0357,0.0145,0.484,0.419,4,1,5,0,0,0.0129
0.41,0.63,0.79,1.17,1.51,2.1,4.0,0.55,2.05,5.0,43.7,25.1,2714.4,5.44,262.8,-0.0102,0.0269,0.388,0.685,7,1,1,2,0,0.0178
1.04,1.88,2.66,4.73,5.34,10.39,16.96,1.22,8.71,29.3,56.4,13.6,399.2,12.42,66.4,-0.0287,0.0061,0.423,0.444,7,2,3,2,0,0.0433
0.74,1.19,2.06,2.9,4.39,7.07,10.09,0.78,5.82,28.7,50.0,20.8,720.8,7.68,124.8,0.1039,-0.0281,0.299,0.392,4,1,2,4,0,0.0596
11.87,32.2,63.54,85.57,112.62,238.81,363.4,15.06,189.97,14.4,83.4,2.7,3779.0,43.62,238.8,-0.0268,0.0297,0.95,0.557,1,5,1,0,1,1.0
1.46,3.16,5.01,8.76,12.9,18.5,29.52,1.84,16.52,26.1,69.8,22.4,2566.7,30.16,173.6,0.022,-0.0095,0.44,0.885,1,6,5,2,0,0.0668
1.11,3.04,4.42,6.23,8.72,16.99,27.96,1.55,14.29,23.9,64.1,12.6,88.2,9.36,265.9,0.0073,-0.0595,0.451,0.698,2,4,3,1,0,0.0245
0.2,0.34,0.61,1.08,1.45,2.7,4.69,0.22,2.35,20.9,32.9,42.2,471.1,11.93,346.0,0.0176,0.0518,0.243,0.637,8,1,3,2,0,0.0128
0.58,1.12,1.45,1.92,2.22,4.76,7.77,0.83,3.91,24.8,68.6,31.2,2803.5,19.74,42.0,0.0215,0.0177,0.372,0.66,2,7,3,0,0,0.0161
4.96,11.57,15.86,25.73,36.4,75.31,141.88,6.93,67.04,11.2,93.6,12.8,71.0,32.24,255.4,0.0441,-0.006,0.705,0.895,0,3,1,0,1,0.9959
1.68,3.12,5.16,8.72,12.01,26.01,30.95,2.29,18.44,12.2,63.4,31.2,717.4,24.88,82.9,0.0133,-0.0786,0.42,0.491,7,1,2,2,1,0.3698
4.52,12.2,26.43,45.49,72.52,174.05,339.99,4.94,153.89,17.1,71.6,17.2,2327.2,23.6,149.2,0.0112,-0.0372,0.95,0.804,2,0,2,1,1,1.0
0.83,1.73,2.63,3.44,4.79,9.32,11.88,0.97,6.98,23.6,86.2,8.7,2921.4,21.24,11.8,0.0029,0.1009,0.392,0.656,3,3,5,1,0,0.0144
0.24,0.55,1.13,2.02,2.77,4.76,6.44,0.29,3.77,21.4,94.5,19.5,2755.6,9.69,48.9,-0.0069,-0.0754,0.456,0.87,4,3,3,0,0,0.0053
2.36,4.61,10.04,16.26,25.53,47.19,87.63,2.36,42.64,16.8,91.7,10.8,980.7,19.88,115.1,-0.0456,-0.0126,0.666,0.75,4,0,2,0,0,0.6053
0.15,0.26,0.53,0.64,0.86,1.81,2.67,0.16,1.42,15.7,34.3,16.5,3005.5,18.58,123.1,-0.003,-0.0008,0.306,0.929,4,2,2,0,0,0.009
4.28,10.87,17.85,29.13,34.93,52.71,86.29,5.71,46.97,20.0,64.5,24.7,1034.6,7.6,323.9,0.0121,0.016,0.453,0.436,4,7,5,3,0,0.4143
0.55,1.39,2.79,4.7,6.1,8.84,14.42,0.71,7.95,23.4,96.9,5.9,1400.4,43.05,267.1,0.0201,-0.0749,0.415,0.719,3,1,1,2,1,0.7575
9.66,24.74,30.79,37.8,47.08,61.93,75.48,14.23,50.83,26.0,85.1,12.7,3147.9,13.38,350.0,0.009,0.0087,0.459,0.448,2,1,2,0,1,0.8287
2.81,5.42,11.19,13.63,18.46,31.78,46.42,3.05,26.01,7.1,56.2,14.6,2746.0,7.74,215.7,-0.0116,-0.0843,0.419,0.571,3,6,2,2,0,0.1389
0.92,2.4,4.05,4.83,7.44,9.68,18.58,1.16,9.67,11.6,77.7,9.2,3574.3,14.71,87.0,-0.0029,0.0049,0.277,0.689,4,0,4,0,0,0.0101
0.84,1.61,2.66,3.86,4.26,5.74,6.62,0.85,4.58,14.8,51.7,7.8,2779.1,16.38,118.0,-0.0277,-0.0326,0.256,0.467,2,6,4,0,0,0.0102
0.31,0.61,1.18,1.88,2.57,6.02,10.44,0.4,5.02,26.3,71.9,12.5,2408.5,18.27,115.1,0.0157,-0.0433,0.36,0.563,1,4,3,1,0,0.0248
39.08,73.84,157.35,214.83,297.54,589.27,911.69,41.14,479.38,16.9,89.9,14.7,438.8,16.22,117.5,-0.0111,0.0417,0.95,0.556,1,1,2,0,1,1.0
0.62,1.28,1.86,2.12,2.64,6.43,7.23,0.65,4.34,3.3,59.9,6.8,1576.0,18.85,242.3,0.009,-0.0118,0.371,0.545,2,0,2,0,0,0.0307
1.48,2.27,3.69,4.99,6.84,11.46,17.57,1.81,9.65,20.2,70.2,18.9,1150.6,20.64,191.1,0.05,0.0237,0.36,0.489,0,0,2,0,0,0.0682
0.42,0.78,1.44,2.28,3.53,5.9,8.56,0.5,4.85,12.7,36.8,3.8,1062.6,20.06,138.8,-0.0355,0.0253,0.36,0.86,4,1,5,0,0,0.005
2.02,3.69,6.67,7.79,11.94,27.6,46.17,2.47,22.62,13.3,70.6,4.2,4088.0,23.51,53.7,0.0298,0.0635,0.421,0.547,0,3,5,1,1,0.0799
1.79,4.66,6.69,9.97,11.95,23.32,29.92,1.81,17.49,7.5,80.8,5.2,1681.4,24.27,8.0,0.0017,-0.0604,0.486,0.328,0,2,2,1,0,0.4628
0.01,0.03,0.04,0.06,0.08,0.15,0.22,0.01,0.12,16.0,60.3,15.2,3752.0,24.59,78.8,0.1011,0.046,0.346,0.605,0,3,2,0,0,0.0298
0.16,0.3,0.4,0.63,0.92,1.78,2.91,0.17,1.49,12.4,50.8,7.7,2669.2,27.89,38.7,-0.0108,0.0008,0.275,0.808,2,3,4,0,0,0.0086
0.13,0.25,0.31,0.42,0.66,1.5,2.66,0.14,1.27,6.5,74.6,36.0,3348.5,12.52,282.8,0.0348,-0.0189,0.37,0.692,1,2,2,1,0,0.0139
13.71,37.73,47.56,83.19,122.74,254.82,345.24,16.67,192.97,25.8,83.4,1.7,2135.9,12.8,40.5,0.0008,-0.0575,0.95,0.489,2,7,1,0,1,1.0
12.19,27.73,40.09,72.02,103.03,148.96,260.12,14.87,138.33,17.8,95.3,16.4,2444.2,32.31,260.7,-0.0694,0.0303,0.95,0.521,6,3,2,1,1,1.0
0.59,1.42,2.73,4.61,5.63,11.9,18.07,0.69,9.46,19.2,70.8,17.4,2093.9,14.97,138.8,-0.026,-0.0461,0.429,0.307,4,6,3,4,0,0.1369
2.18,6.02,8.77,10.31,13.96,26.6,41.62,2.29,21.94,6.8,46.7,5.0,860.3,17.7,26.4,0.044,0.0259,0.373,0.821,5,0,5,0,0,0.0205
15.56,36.67,52.26,67.29,87.38,118.28,187.78,22.24,107.1,14.1,83.5,17.2,3048.2,16.83,292.6,-0.0216,0.0964,0.808,0.151,2,3,2,0,1,1.0
0.17,0.34,0.63,0.78,1.01,1.63,2.05,0.22,1.27,21.4,56.8,15.9,1215.2,55.13,208.7,-0.111,0.049,0.29,0.605,5,2,2,3,1,0.7949
5.77,11.53,20.32,23.11,28.33,62.14,84.16,7.59,46.49,2.8,92.6,8.1,150.9,11.28,84.9,-0.0016,0.0696,0.562,0.482,4,6,2,0,1,0.5456
0.16,0.27,0.46,0.8,1.01,2.44,4.42,0.19,2.07,20.1,44.2,6.9,2728.7,11.15,322.1,-0.0546,-0.036,0.29,0.613,7,2,1,0,0,0.0143
0.7,1.14,2.11,2.6,3.83,6.95,10.37,1.01,5.67,21.5,71.1,3.7,785.0,18.88,16.3,0.0066,0.0381,0.299,0.736,0,1,4,0,0,0.0086
0.54,1.08,1.69,2.3,2.99,6.36,9.05,0.63,4.9,20.7,73.8,9.0,3952.9,17.1,72.7,0.0776,-0.0572,0.265,0.685,0,1,1,0,0,0.0249
1.86,3.8,4.61,6.28,7.11,8.98,10.66,2.46,7.4,20.1,49.2,31.1,4008.8,9.31,270.7,0.0385,-0.0117,0.323,0.436,0,0,1,1,0,0.048
2.71,6.39,10.41,17.12,19.25,35.99,45.43,3.96,27.09,15.4,86.6,24.3,3846.7,18.03,255.4,0.0768,0.0871,0.559,0.578,6,0,3,2,0,0.3136
3.14,6.59,10.33,14.6,17.53,32.55,51.86,4.7,27.24,11.6,69.4,24.1,1586.2,19.17,104.1,-0.0281,-0.0304,0.477,0.189,3,2,1,3,1,0.8903
4.44,10.86,21.42,29.13,35.31,88.06,134.96,4.9,68.11,4.1,61.6,1.5,114.1,14.11,22.3,-0.0072,0.0556,0.689,0.857,2,5,2,1,1,0.8444
0.0,0.0,0.0,0.01,0.01,0.02,0.05,0.0,0.02,28.0,34.5,16.2,3902.5,17.44,308.9,-0.0522,0.0508,0.277,0.648,2,0,2,2,0,0.0237
0.39,0.74,1.47,2.16,3.0,5.45,6.88,0.53,4.13,19.5,72.4,7.9,1827.0,11.94,112.9,-0.0342,0.0537,0.381,0.297,4,1,4,0,0,0.0113
0.12,0.33,0.62,0.73,1.1,1.55,2.01,0.13,1.28,8.4,64.1,57.6,4061.6,9.32,70.5,-0.0463,-0.0634,0.318,0.983,6,5,2,0,0,0.0043
15.89,24.74,37.95,58.14,66.78,124.36,214.17,17.28,108.0,17.3,84.3,14.0,4049.0,14.91,185.8,-0.0653,0.0263,0.866,0.773,3,1,5,0,1,0.9937
1.36,3.21,5.87,9.84,11.43,23.79,34.63,1.71,18.6,14.6,87.3,19.3,3590.0,10.23,327.7,0.0683,-0.0078,0.511,0.709,4,7,2,1,0,0.0574
0.46,1.03,1.78,3.12,3.54,7.66,10.48,0.58,5.77,22.0,70.2,13.1,1272.0,8.22,15.7,-0.1046,0.0544,0.371,0.754,1,1,5,0,0,0.0031
0.32,0.5,0.7,1.09,1.54,2.21,2.55,0.44,1.73,16.2,71.0,16.9,1648.2,5.29,275.7,0.0685,-0.0828,0.348,0.306,2,2,2,1,0,0.015
0.73,1.23,2.58,4.32,6.0,13.08,22.04,0.89,10.88,10.8,48.0,21.2,3582.2,21.43,206.1,0.0623,0.0184,0.417,0.737,5,0,3,0,0,0.0302
0.03,0.05,0.07,0.09,0.11,0.28,0.52,0.04,0.24,26.5,33.6,29.4,1365.2,14.62,153.2,0.025,0.0113,0.26,0.655,4,7,5,0,0,0.003
5.43,8.87,11.87,17.32,19.73,28.08,55.67,8.14,27.84,19.9,53.2,11.5,753.4,32.41,267.9,-0.0557,-0.0995,0.456,0.774,3,5,3,0,0,0.4469
5.12,10.14,16.33,21.2,27.93,50.85,76.78,7.55,41.68,28.9,77.1,33.3,2360.7,15.33,347.7,-0.0791,-0.0443,0.488,0.489,0,4,1,0,1,0.695
0.22,0.51,1.0,1.79,2.32,5.4,9.0,0.28,4.41,14.2,65.3,23.3,3935.0,21.38,82.5,-0.0274,-0.0915,0.364,0.511,0,0,3,1,0,0.0345
0.31,0.77,1.1,1.5,1.72,2.75,3.51,0.44,2.17,26.2,85.0,22.8,2938.5,12.99,51.7,0.0313,-0.0363,0.401,0.582,0,7,2,0,0,0.0149
1.25,2.47,5.11,6.42,8.19,10.53,18.82,1.46,10.2,15.2,44.8,29.3,2415.8,18.56,328.6,0.0002,0.0275,0.346,0.646,2,6,2,1,0,0.0565
24.08,63.75,113.32,185.9,282.32,696.15,962.26,33.5,513.41,15.1,93.2,33.0,453.3,5.32,240.8,-0.0522,0.0098,0.95,0.804,2,2,4,0,1,1.0
28.07,74.01,102.88,146.25,226.36,483.28,903.12,37.0,425.83,15.9,89.1,4.5,2602.3,14.78,157.7,0.0574,0.0085,0.95,0.795,7,3,3,0,1,1.0
0.08,0.14,0.25,0.29,0.36,0.5,0.92,0.1,0.48,21.5,62.6,7.0,4158.7,11.32,206.4,0.0842,-0.052,0.325,0.511,3,7,2,0,0,0.0109
1.68,3.99,5.71,9.43,11.72,21.02,24.96,2.08,15.6,18.6,29.2,24.9,631.3,30.7,268.4,-0.0113,0.056,0.282,0.303,1,2,1,0,0,0.4727
0.35,0.65,0.92,1.32,1.64,3.22,5.39,0.43,2.73,20.0,34.5,23.1,2201.1,20.64,278.3,0.0055,-0.0009,0.35,0.781,0,0,3,1,0,0.0161
1.16,2.63,3.56,5.89,8.32,19.92,36.91,1.54,17.12,6.3,62.2,17.8,3691.1,28.47,331.2,-0.0754,0.0017,0.363,0.542,4,5,2,4,0,0.5007
0.49,0.97,1.73,2.81,3.61,5.7,8.97,0.66,4.93,12.4,38.8,11.2,3124.2,34.27,153.7,-0.0207,0.047,0.279,0.631,2,2,1,1,0,0.191
1.12,2.5,3.02,4.53,6.51,14.73,25.7,1.39,12.38,27.0,47.5,0.6,2942.6,14.09,105.6,0.0255,-0.0496,0.354,0.736,3,7,1,0,1,0.0396
10.26,23.76,51.16,82.06,90.55,108.81,140.98,14.68,94.14,26.7,68.5,5.9,2965.3,20.17,230.3,0.0177,0.0114,0.716,0.647,2,2,3,0,1,0.9977
47.51,80.59,98.87,168.03,236.63,553.72,920.84,69.99,451.46,9.3,84.9,7.3,1541.9,9.65,149.7,-0.0254,0.0212,0.95,0.754,0,0,2,2,1,1.0
0.64,1.38,2.93,4.14,5.35,11.71,19.26,0.85,9.62,23.6,51.8,22.0,1268.4,23.11,214.1,-0.0137,-0.0273,0.376,0.694,0,2,2,0,0,0.0504
5.04,8.64,13.23,23.41,33.1,80.25,107.87,5.52,58.61,17.3,78.8,13.0,3408.8,24.91,151.2,-0.0224,0.0326,0.628,0.246,2,3,4,0,1,0.9229
0.05,0.09,0.16,0.2,0.31,0.53,1.03,0.06,0.5,15.6,42.9,7.0,3412.0,22.28,55.1,-0.0139,0.0239,0.206,0.774,2,0,4,0,0,0.0051
8.85,21.84,37.13,66.04,104.43,256.64,381.04,13.27,195.97,10.8,88.2,6.6,3648.4,14.08,169.0,0.0212,-0.0051,0.95,0.681,3,2,2,0,1,1.0
14.54,39.08,58.93,74.44,102.39,228.84,397.01,18.35,192.3,4.7,99.7,7.7,3839.9,45.14,248.7,-0.0984,-0.0066,0.95,0.382,3,0,2,0,1,1.0
0.52,1.07,1.62,2.36,2.81,3.89,4.59,0.69,3.1,10.3,72.7,19.5,2172.1,19.14,287.7,-0.0037,0.0262,0.354,0.486,7,3,3,1,0,0.028
1.91,4.74,6.33,9.04,14.14,21.22,23.4,2.39,16.1,16.9,48.3,4.8,2131.3,70.74,177.6,0.0175,0.0394,0.316,0.34,5,7,4,1,1,0.9999
0.05,0.12,0.18,0.21,0.28,0.62,1.21,0.07,0.56,17.6,73.1,18.5,3362.9,9.69,59.5,-0.0285,0.0031,0.428,0.597,2,3,1,2,0,0.0288
0.48,1.27,2.33,2.87,3.67,6.6,11.52,0.59,5.81,24.5,46.8,15.0,2747.4,26.16,149.3,-0.024,0.056,0.289,0.603,2,3,3,1,0,0.0389
2.9,7.87,14.09,23.69,27.75,60.76,75.15,4.17,43.69,19.4,54.1,18.3,2963.2,31.17,283.1,-0.0225,0.0329,0.578,0.672,3,1,3,0,0,0.7777
0.77,2.0,4.1,5.3,8.25,14.81,23.63,0.88,12.5,11.0,58.9,22.9,3352.5,9.81,148.6,-0.024,-0.0894,0.434,0.517,0,2,4,1,0,0.0193
0.34,0.92,1.31,1.45,2.29,4.6,5.48,0.51,3.32,10.5,40.8,10.1,3743.5,16.39,250.8,0.0003,-0.0702,0.29,0.509,8,2,2,2,0,0.0395
1.1,2.0,2.72,4.57,7.23,11.85,21.34,1.44,10.83,25.7,57.1,4.2,1452.7,7.64,182.6,0.0065,0.0591,0.325,0.65,2,4,2,2,0,0.0319
0.68,1.28,2.57,4.55,6.05,10.99,15.78,0.71,8.81,22.9,86.9,15.0,1608.7,34.95,86.8,-0.105,-0.0123,0.428,0.895,6,5,2,0,0,0.1122
0.5,1.13,2.26,3.33,5.08,11.69,13.3,0.61,8.03,16.4,40.7,10.9,440.0,17.93,286.6,0.0326,0.0082,0.347,0.504,7,3,5,0,0,0.0101
2.83,7.19,13.87,21.06,30.57,56.51,63.52,3.39,40.7,21.7,74.9,9.2,2449.9,11.35,30.3,-0.0145,0.057,0.535,0.327,2,7,1,0,0,0.5886
31.43,50.62,67.84,80.0,106.72,223.53,294.81,46.1,166.94,23.9,93.7,26.6,199.2,31.38,189.0,0.0966,-0.0003,0.95,0.549,0,4,4,1,1,1.0
0.81,1.56,3.27,5.77,8.74,12.82,16.27,0.93,10.33,5.6,71.4,22.0,1982.2,18.86,75.2,-0.0596,0.0019,0.394,0.809,2,0,5,0,0,0.0088
1.39,2.67,4.27,5.33,7.11,14.9,29.75,1.71,13.65,12.3,93.3,5.9,2302.0,29.16,24.1,-0.0434,-0.0434,0.581,0.79,2,2,5,2,0,0.088
1.9,5.0,7.79,11.56,17.26,23.05,45.12,2.59,23.08,13.1,56.9,8.4,1239.1,23.89,181.1,-0.0101,0.0185,0.451,0.73,4,6,2,0,0,0.2103
1.83,4.51,6.07,10.78,17.0,33.91,64.16,1.91,30.47,10.0,57.8,4.2,2502.0,10.44,179.8,0.0207,0.0293,0.477,0.653,0,6,4,1,0,0.0707
